CD_MUN,CIDADE,UF,LAT,LON
2104073,Feira Nova do Maranhão,MA,-6.984281,-46.691753
2104081,Fernando Falcão,MA,-6.433227,-45.54227
2104099,Formosa da Serra Negra,MA,-6.46755,-46.221944
2104107,Fortaleza dos Nogueiras,MA,-6.785839,-46.124521
2104206,Fortuna,MA,-5.838032,-44.199581
2104305,Godofredo Viana,MA,-1.520791,-45.740409
2104404,Gonçalves Dias,MA,-5.108683,-44.30113
2104503,Governador Archer,MA,-5.011347,-44.234078
2104552,Governador Edison Lobão,MA,-5.739654,-47.179952
2104602,Governador Eugênio Barros,MA,-5.279331,-44.527538
2104628,Governador Luiz Rocha,MA,-5.492947,-44.337587
2104651,Governador Newton Bello,MA,-3.434899,-45.646086
2104677,Governador Nunes Freire,MA,-2.039981,-45.861146
2104701,Graça Aranha,MA,-5.406123,-44.348585
2104800,Grajaú,MA,-5.93187,-46.128514
2104909,Guimarães,MA,-2.12498,-44.602751
2105005,Humberto de Campos,MA,-2.741725,-43.519317
2105104,Icatu,MA,-2.932844,-43.798853
2105153,Igarapé do Meio,MA,-3.651898,-45.187364
2105203,Igarapé Grande,MA,-4.549539,-44.852682
2105302,Imperatriz,MA,-5.444994,-47.463219
2105351,Itaipava do Grajaú,MA,-5.243922,-45.802953
2105401,Itapecuru Mirim,MA,-3.483394,-44.395423
2105427,Itinga do Maranhão,MA,-4.461158,-47.521873
2105450,Jatobá,MA,-5.794776,-44.205924
2105476,Joselândia,MA,-4.885482,-44.549634
2105500,João Lisboa,MA,-5.536351,-47.363898
2105609,Joselândia,MA,-4.885482,-44.549634
2105658,Junco do Maranhão,MA,-1.858355,-46.090259
2105708,Lago da Pedra,MA,-4.555256,-45.118303
2105807,Lago do Junco,MA,-4.629741,-45.049524
2105906,Lago Verde,MA,-3.946597,-44.818114
2105922,Lagoa do Mato,MA,-6.00937,-43.93247
2105948,Lago dos Rodrigues,MA,-4.606053,-44.975314
2105963,Lagoa Grande do Maranhão,MA,-4.994571,-45.15869
2105989,Lajeado Novo,MA,-6.236087,-47.04371
2106003,Lima Campos,MA,-4.5189,-44.467498
2106102,Loreto,MA,-7.135812,-45.221446
2106201,Luís Domingues,MA,-1.324163,-45.902685
2106300,Magalhães de Almeida,MA,-3.353703,-42.208923
2106326,Maracaçumé,MA,-2.110912,-45.957688
2106359,Marajá do Sena,MA,-4.621335,-45.612613
2106375,Maranhãozinho,MA,-2.273414,-45.93702
2106409,Mata Roma,MA,-3.643972,-43.170984
2106508,Matinha,MA,-3.173952,-45.017089
2106607,Matões,MA,-5.536268,-43.193247
2106631,Matões do Norte,MA,-3.624289,-44.549725
2106672,Milagres do Maranhão,MA,-3.579425,-42.682561
2106706,Mirador,MA,-6.373837,-44.277778
2106755,Miranda do Norte,MA,-3.594909,-44.573796
2106805,Mirinzal,MA,-2.066589,-44.820205
2106904,Monção,MA,-3.252017,-45.254926
2107001,Montes Altos,MA,-5.830423,-47.126436
2107100,Morros,MA,-2.907777,-44.092862
2107209,Nina Rodrigues,MA,-3.458714,-43.917822
2107258,Nova Colinas,MA,-7.124073,-46.292473
2107308,Nova Iorque,MA,-6.758141,-44.054087
2107357,Nova Olinda do Maranhão,MA,-2.934309,-45.705211
2107407,Olho d'Água das Cunhãs,MA,-4.13551,-45.135328
2107456,Olinda Nova do Maranhão,MA,-2.987884,-45.000416
2107506,Paço do Lumiar,MA,-2.539113,-44.148965
2107605,Palmeirândia,MA,-2.655912,-45.003091
2107704,Paraibano,MA,-6.426918,-43.976751
2107803,Parnarama,MA,-5.650651,-43.109328
2107902,Passagem Franca,MA,-6.202977,-43.754052
2108009,Pastos Bons,MA,-6.541171,-44.108727
2108058,Paulino Neves,MA,-2.770958,-42.526675
2108108,Paulo Ramos,MA,-4.440539,-45.228195
2108207,Pedreiras,MA,-4.569728,-44.605694
2108256,Pedro do Rosário,MA,-2.9525,-45.250483
2108306,Penalva,MA,-3.293789,-45.231551
2108405,Peri Mirim,MA,-2.585279,-44.852994
2108454,Peritoró,MA,-4.412215,-44.404687
2108504,Pindaré-Mirim,MA,-3.69056,-45.3414
2108603,Pinheiro,MA,-2.538923,-45.070275
2108702,Pio XII,MA,-3.886359,-45.162566
2108801,Pirapemas,MA,-3.726067,-44.220982
2108900,Poção de Pedras,MA,-4.702097,-44.890018
2109007,Porto Franco,MA,-6.471794,-47.338426
2109056,Porto Rico do Maranhão,MA,-1.896236,-44.536849
2109106,Presidente Dutra,MA,-5.297661,-44.496406
2109205,Presidente Juscelino,MA,-2.892526,-44.062823
2109239,Presidente Médici,MA,-2.392331,-45.809842
2109270,Presidente Sarney,MA,-2.650973,-45.163942
2109304,Presidente Vargas,MA,-3.41445,-44.056873
2109403,Primeira Cruz,MA,-2.759786,-43.441019
2109452,Raposa,MA,-2.421652,-44.106594
2109502,Riachão,MA,-7.437544,-46.596737
2109551,Ribamar Fiquene,MA,-5.819153,-47.483364
2109601,Rosário,MA,-2.937824,-44.259264
2109700,Sambaíba,MA,-7.18449,-45.41668
2109759,Santa Filomena do Maranhão,MA,-5.499435,-44.49541
2109809,Santa Helena,MA,-2.343654,-45.261837
2109908,Santa Inês,MA,-3.655089,-45.337456
2110005,Santa Luzia,MA,-4.079152,-46.347863
2110039,Santa Luzia do Paruá,MA,-2.563446,-46.071921
2110104,Santa Quitéria do Maranhão,MA,-3.450704,-42.693008
2110203,Santa Rita,MA,-3.15492,-44.267423
2110237,Santana do Maranhão,MA,-3.164268,-42.685154
2110278,Santo Amaro do Maranhão,MA,-2.596376,-43.058772
2110302,Santo Antônio dos Lopes,MA,-4.929896,-44.482234
2110401,São Benedito do Rio Preto,MA,-3.261582,-43.54409
2110500,São Bento,MA,-2.706787,-44.848954
2110609,São Bernardo,MA,-3.392486,-42.414704
2110658,São Domingos do Azeitão,MA,-6.867378,-44.557838
2110708,São Domingos do Maranhão,MA,-5.624962,-44.380529
2110807,São Félix de Balsas,MA,-7.15144,-44.812664
2110856,São Francisco do Brejão,MA,-5.109492,-47.455239
2110906,São Francisco do Maranhão,MA,-6.283491,-43.239085
2111003,São João Batista,MA,-3.027665,-44.816681
2111029,São João do Carú,MA,-3.509647,-45.758175
2111052,São João do Paraíso,MA,-6.550188,-46.966937
2111078,São João do Soter,MA,-5.111207,-43.781264
2111102,São João dos Patos,MA,-6.510936,-43.700991
2111201,São José de Ribamar,MA,-2.599671,-44.026316
2111250,São José dos Basílios,MA,-5.077864,-44.622238
2111300,São Luís,MA,-2.598496,-44.238806
2111409,São Luís Gonzaga do Maranhão,MA,-4.381524,-44.670935
2111508,São Mateus do Maranhão,MA,-4.053872,-44.521857
2111532,São Pedro da Água Branca,MA,-5.128123,-47.884422
2111573,São Pedro dos Crentes,MA,-6.888556,-46.776863
2111607,São Raimundo das Mangabeiras,MA,-7.023467,-45.428571
2111631,São Raimundo do Doca Bezerra,MA,-5.067583,-45.010556
2111672,São Roberto,MA,-5.025352,-44.977696
2111706,São Vicente Ferrer,MA,-2.917007,-44.977194
2111722,Satubinha,MA,-4.065246,-45.207317
2111748,Senador Alexandre Costa,MA,-5.316585,-44.112744
2111763,Senador La Rocque,MA,-5.475279,-47.233506
2111789,Serrano do Maranhão,MA,-1.849266,-45.194785
2111805,Sítio Novo,MA,-5.80744,-46.578352
2111904,Sucupira do Norte,MA,-6.518532,-44.024437
2111953,Sucupira do Riachão,MA,-6.423393,-43.576033
2112001,Tasso Fragoso,MA,-8.530305,-45.94904
2112100,Timbiras,MA,-4.24564,-43.929578
2112209,Timon,MA,-5.098086,-42.843714
2112233,Trizidela do Vale,MA,-4.546673,-44.663741
2112274,Tufilândia,MA,-3.668659,-45.529148
2112308,Tuntum,MA,-5.773774,-44.966303
2112407,Turiaçu,MA,-1.64865,-45.352602
2112456,Turilândia,MA,-2.12201,-45.348872
2112506,Tutóia,MA,-2.736591,-42.295247
2112605,Urbano Santos,MA,-3.179866,-43.43296
2112704,Vargem Grande,MA,-3.563387,-43.897467
2112803,Viana,MA,-3.222038,-45.010305
2112852,Vila Nova dos Martírios,MA,-5.21456,-48.034437
2112902,Vitória do Mearim,MA,-3.435492,-44.840363
2113009,Vitorino Freire,MA,-4.253593,-45.235513
2114007,Zé Doca,MA,-3.325507,-45.97964
2200053,Acauã,PI,-8.170446,-41.106658
2200103,Agricolândia,PI,-5.796254,-42.670966
2200202,Água Branca,PI,-5.87074,-42.63419
2200251,Alagoinha do Piauí,PI,-7.018747,-40.982061
2200277,Alegrete do Piauí,PI,-7.244646,-40.857996
2200301,Alto Longá,PI,-5.194274,-42.206418
2200400,Altos,PI,-5.08377,-42.452767
2200459,Alvorada do Gurguéia,PI,-8.469224,-43.83573
2200509,Amarante,PI,-6.235762,-42.858318
2200608,Angical do Piauí,PI,-6.127201,-42.736547
2200707,Anísio de Abreu,PI,-9.232034,-43.041286
2200806,Antônio Almeida,PI,-7.222179,-44.204099
2200905,Aroazes,PI,-6.151982,-41.845325
2200954,Aroeiras do Itaim,PI,-7.295486,-41.563282
2201002,Arraial,PI,-6.622568,-42.498485
2201051,Assunção do Piauí,PI,-5.87915,-41.079266
2201101,Avelino Lopes,PI,-10.086693,-43.94975
2201150,Baixa Grande do Ribeiro,PI,-7.868932,-45.039892
2201176,Barra D'Alcântara,PI,-6.456237,-42.100416
2201200,Barras,PI,-4.272055,-42.378282
2201309,Barreiras do Piauí,PI,-9.906851,-45.503599
2201408,Barro Duro,PI,-5.818663,-42.516476
2201507,Batalha,PI,-4.114829,-42.13046
2201556,Bela Vista do Piauí,PI,-7.992213,-41.814146
2201572,Belém do Piauí,PI,-7.379105,-40.993116
2201606,Beneditinos,PI,-5.457241,-42.359178
2201705,Bertolínia,PI,-7.660109,-43.936692
2201739,Betânia do Piauí,PI,-8.162131,-40.809008
2201770,Boa Hora,PI,-4.420548,-42.134245
2201804,Bocaina,PI,-6.923004,-41.355847
2201903,Bom Jesus,PI,-9.106443,-44.430859
2201919,Bom Princípio do Piauí,PI,-3.21499,-41.701653
2201929,Bonfim do Piauí,PI,-9.23662,-42.846155
2201945,Boqueirão do Piauí,PI,-4.500227,-42.116047
2201960,Brasileira,PI,-4.073589,-41.819018
2201988,Brejo do Piauí,PI,-8.338963,-42.908014
2202000,Buriti dos Lopes,PI,-3.183888,-41.852529
2202026,Buriti dos Montes,PI,-5.268174,-41.138436
2202059,Cabeceiras do Piauí,PI,-4.468666,-42.355422
2202075,Cajazeiras do Piauí,PI,-6.822126,-42.409295
2202083,Cajueiro da Praia,PI,-2.889656,-41.341868
2202091,Caldeirão Grande do Piauí,PI,-7.353125,-40.679935
2202109,Campinas do Piauí,PI,-7.675509,-41.907447
2202117,Campo Alegre do Fidalgo,PI,-8.369924,-41.858136
2202133,Campo Grande do Piauí,PI,-7.220389,-41.030408
2202174,Campo Largo do Piauí,PI,-3.916506,-42.62903
2202208,Campo Maior,PI,-4.840371,-42.113591
2202251,Canavieira,PI,-7.689793,-43.736375
2202307,Canto do Buriti,PI,-8.164903,-42.916632
2202406,Capitão de Campos,PI,-4.448526,-41.9568
2202455,Capitão Gervásio Oliveira,PI,-8.42617,-41.921524
2202505,Caracol,PI,-9.273153,-43.455138
2202539,Caraúbas do Piauí,PI,-3.508081,-41.803092
2202554,Caridade do Piauí,PI,-7.748061,-40.968717
2202604,Castelo do Piauí,PI,-5.211071,-41.647578
2202653,Caxingó,PI,-3.393448,-41.940578
2202703,Cocal,PI,-3.452373,-41.57633
2202711,Cocal de Telha,PI,-4.627705,-41.851725
2202729,Cocal dos Alves,PI,-3.608341,-41.438076
2202737,Coivaras,PI,-5.027438,-42.109616
2202752,Colônia do Gurguéia,PI,-8.158545,-43.765554
2202778,Colônia do Piauí,PI,-7.206223,-42.157683
2202802,Conceição do Canindé,PI,-7.949673,-41.515984
2202851,Coronel José Dias,PI,-8.81369,-42.51019
2202901,Corrente,PI,-10.447148,-45.132415
2203008,Cristalândia do Piauí,PI,-10.783467,-45.1345
2203107,Cristino Castro,PI,-8.858723,-44.219015
2203206,Curimatá,PI,-10.105878,-44.249434
2203230,Currais,PI,-9.115661,-44.71789
2203255,Curralinhos,PI,-5.635225,-42.743896
2203271,Curral Novo do Piauí,PI,-7.905844,-40.816878
2203305,Demerval Lobão,PI,-5.345105,-42.663135
2203354,Dirceu Arcoverde,PI,-9.440715,-42.565937
2203404,Dom Expedito Lopes,PI,-6.974213,-41.683388
2203420,Domingos Mourão,PI,-4.322724,-41.348266
2203453,Dom Inocêncio,PI,-9.252973,-41.986886
2203503,Esperantina,PI,-3.829335,-42.224205
2203602,Eliseu Martins,PI,-8.029821,-43.743007
2203701,Esperantina,PI,-3.829335,-42.224205
2203750,Fartura do Piauí,PI,-9.460751,-42.795666
2203800,Flores do Piauí,PI,-7.775649,-42.930938
2203859,Floresta do Piauí,PI,-7.469108,-41.811647
2203909,Floriano,PI,-6.823989,-43.003776
2204006,Francinópolis,PI,-6.393695,-42.25453
2204105,Francisco Ayres,PI,-6.611836,-42.691608
2204154,Francisco Macedo,PI,-7.335358,-40.783775
2204204,Francisco Santos,PI,-6.995956,-41.135193
2204303,Fronteiras,PI,-7.069707,-40.69106
2204352,Geminiano,PI,-7.149938,-41.320646
2204402,Gilbués,PI,-9.787429,-45.238146
2204501,Guadalupe,PI,-6.76213,-43.720198
2204550,Guaribas,PI,-9.392908,-43.625778
2204600,Hugo Napoleão,PI,-5.980882,-42.54809
2204659,Ilha Grande,PI,-2.875354,-41.835386
2204709,Inhuma,PI,-6.645586,-41.729809
2204808,Ipiranga do Piauí,PI,-6.795193,-41.733453
2204907,Isaías Coelho,PI,-7.777868,-41.688607
2205003,Itainópolis,PI,-7.46922,-41.478646
2205102,Itaueira,PI,-7.761228,-43.113798
2205151,Jacobina do Piauí,PI,-7.961843,-41.219488
2205201,Jaicós,PI,-7.36614,-41.130204
2205250,Jardim do Mulato,PI,-6.162572,-42.584632
2205276,Jatobá do Piauí,PI,-4.760317,-41.852992
2205300,Jerumenha,PI,-7.195054,-43.514343
2205359,João Costa,PI,-8.436205,-42.440384
2205409,Joaquim Pires,PI,-3.420647,-42.07078
2205458,Joca Marques,PI,-3.53555,-42.445508
2205508,José de Freitas,PI,-4.765669,-42.590571
2205516,Juazeiro do Piauí,PI,-5.207075,-41.647038
2205524,Júlio Borges,PI,-10.310526,-44.32642
2205532,Jurema,PI,-9.240776,-43.101189
2205540,Lagoinha do Piauí,PI,-5.837303,-42.624039
2205557,Lagoa Alegre,PI,-4.526012,-42.494736
2205565,Lagoa do Barro do Piauí,PI,-8.49333,-41.554119
2205573,Lagoa de São Francisco,PI,-4.421668,-41.606066
2205581,Lagoa do Piauí,PI,-5.400107,-42.82022
2205599,Lagoa do Sítio,PI,-6.618507,-41.652044
2205607,Landri Sales,PI,-7.347855,-43.931821
2205706,Luís Correia,PI,-3.072399,-41.736806
2205805,Luzilândia,PI,-3.480916,-42.486792
2205854,Madeiro,PI,-3.547489,-42.369577
2205904,Manoel Emídio,PI,-8.155211,-43.821275
2205953,Marcolândia,PI,-7.493205,-40.685976
2206001,Marcos Parente,PI,-7.080577,-43.792816
2206050,Massapê do Piauí,PI,-7.472407,-41.181598
2206100,Matias Olímpio,PI,-3.615008,-42.548601
2206209,Miguel Alves,PI,-4.167712,-42.846155
2206308,Miguel Leão,PI,-5.671027,-42.749765
2206357,Milton Brandão,PI,-4.669656,-41.467237
2206407,Monsenhor Gil,PI,-5.573099,-42.620781
2206506,Monsenhor Hipólito,PI,-7.09438,-41.078641
2206605,Monte Alegre do Piauí,PI,-9.5164,-45.142171
2206654,Morro Cabeça no Tempo,PI,-9.761408,-43.922265
2206670,Morro do Chapéu do Piauí,PI,-3.741538,-42.297022
2206696,Murici dos Portelas,PI,-3.333318,-42.093683
2206704,Nazaré do Piauí,PI,-6.967553,-42.656743
2206720,Nazária,PI,-5.407643,-42.813503
2206753,Nossa Senhora de Nazaré,PI,-4.669068,-42.181301
2206803,Nossa Senhora dos Remédios,PI,-3.967045,-42.625045
2206902,Novo Oriente do Piauí,PI,-6.439141,-41.929719
2206951,Novo Santo Antônio,PI,-5.344645,-41.966213
2207009,Oeiras,PI,-7.018584,-42.147406
2207108,Olho D'Água do Piauí,PI,-5.877882,-42.608959
2207207,Padre Marcos,PI,-7.352862,-40.915855
2207306,Paes Landim,PI,-7.771623,-42.260766
2207355,Pajeú do Piauí,PI,-7.850734,-42.675253
2207405,Palmeira do Piauí,PI,-8.759615,-44.216775
2207504,Palmeirais,PI,-5.945654,-43.069729
2207553,Paquetá,PI,-7.096856,-41.632167
2207603,Parnaguá,PI,-10.118976,-44.789003
2207702,Parnaíba,PI,-2.912226,-41.775401
2207751,Passagem Franca do Piauí,PI,-5.836288,-42.508054
2207777,Patos do Piauí,PI,-7.667195,-41.254493
2207793,Pau D'Arco do Piauí,PI,-5.262312,-42.383721
2207801,Paulistana,PI,-8.139108,-40.785005
2207850,Pavussu,PI,-7.962541,-43.26926
2207900,Pedro II,PI,-4.361588,-41.487602
2207934,Pedro Laurentino,PI,-8.06313,-42.198758
2207959,Nova Santa Rita,PI,-8.125755,-42.022644
2208007,Picos,PI,-7.108776,-41.46455
2208106,Pimenteiras,PI,-6.239342,-41.439061
2208205,Pio IX,PI,-6.725712,-40.680587
2208304,Piracuruca,PI,-3.974661,-41.743227
2208403,Piripiri,PI,-4.250675,-41.77259
2208502,Porto,PI,-3.919203,-42.649814
2208551,Porto Alegre do Piauí,PI,-6.981974,-44.184892
2208601,Prata do Piauí,PI,-5.687441,-42.226285
2208650,Queimada Nova,PI,-8.680271,-41.256437
2208700,Redenção do Gurguéia,PI,-9.438928,-44.380405
2208809,Regeneração,PI,-6.123149,-42.690292
2208858,Riacho Frio,PI,-10.095347,-44.904155
2208874,Ribeira do Piauí,PI,-7.687999,-42.759109
2208908,Ribeiro Gonçalves,PI,-7.391523,-45.238839
2209005,Rio Grande do Piauí,PI,-7.788955,-43.180007
2209104,Santa Cruz do Piauí,PI,-7.27073,-41.772333
2209153,Santa Cruz dos Milagres,PI,-5.810966,-41.944671
2209203,Santa Filomena,PI,-9.320053,-45.843001
2209302,Santa Luz,PI,-8.972339,-44.11563
2209351,Santana do Piauí,PI,-6.923303,-41.543094
2209377,Santa Rosa do Piauí,PI,-6.801386,-42.25739
2209401,Santo Antônio de Lisboa,PI,-6.976099,-41.235136
2209450,Santo Antônio dos Milagres,PI,-6.031811,-42.715985
2209500,Santo Inácio do Piauí,PI,-7.438912,-41.878218
2209559,São Braz do Piauí,PI,-9.075727,-42.940396
2209609,São Félix do Piauí,PI,-5.926683,-42.131776
2209658,São Francisco de Assis do Piauí,PI,-8.241357,-41.659771
2209708,São Francisco do Piauí,PI,-6.899903,-42.414261
2209757,São Gonçalo do Gurguéia,PI,-10.033346,-45.278815
2209807,São Gonçalo do Piauí,PI,-5.987481,-42.69534
2209856,São João da Canabrava,PI,-6.826972,-41.354321
2209872,São João da Fronteira,PI,-3.989499,-41.296568
2209906,São João da Serra,PI,-5.510438,-41.898012
2209955,São João da Varjota,PI,-6.958204,-41.848316
2209971,São João do Arraial,PI,-3.792567,-42.457254
2210003,São João do Piauí,PI,-8.327696,-42.33315
2210052,São José do Divino,PI,-3.797375,-41.852233
2210102,São José do Peixe,PI,-7.511041,-42.581089
2210201,São José do Piauí,PI,-6.891342,-41.658669
2210300,São Julião,PI,-7.124248,-40.92747
2210359,São Lourenço do Piauí,PI,-9.162429,-42.622444
2210375,São Luis do Piauí,PI,-6.847457,-41.326667
2210383,São Miguel da Baixa Grande,PI,-5.855874,-42.191952
2210391,São Miguel do Fidalgo,PI,-7.589491,-42.375064
2210409,São Miguel do Tapuio,PI,-5.529461,-41.346314
2210508,São Pedro do Piauí,PI,-5.915527,-42.737507
2210607,São Raimundo Nonato,PI,-9.005929,-42.655955
2210623,Sebastião Barros,PI,-10.789634,-44.18449
2210631,Sebastião Leal,PI,-7.446049,-44.121837
2210656,Sigefredo Pacheco,PI,-4.97819,-41.75626
2210706,Simões,PI,-7.634569,-40.79861
2210805,Simplício Mendes,PI,-7.852162,-41.826409
2210904,Socorro do Piauí,PI,-7.858473,-42.560791
2210938,Sussuapara,PI,-7.047322,-41.380291
2210953,Tamboril do Piauí,PI,-8.331017,-42.380754
2210979,Tanque do Piauí,PI,-6.658188,-42.193065
2211001,Teresina,PI,-5.091346,-42.802701
2211100,União,PI,-4.577004,-42.795433
2211209,Uruçuí,PI,-7.476618,-44.521764
2211308,Valença do Piauí,PI,-6.450715,-41.768361
2211357,Várzea Branca,PI,-9.185995,-42.827018
2211407,Várzea Grande,PI,-6.563636,-42.194382
2211506,Vera Mendes,PI,-7.632033,-41.475514
2211605,Vila Nova do Piauí,PI,-7.132881,-40.938041
2211704,Wall Ferraz,PI,-7.229426,-41.911154
2300101,Abaiara,CE,-7.344318,-39.062629
2300150,Acarape,CE,-4.222934,-38.706291
2300200,Acaraú,CE,-2.999007,-40.119596
2300309,Acopiara,CE,-6.103605,-39.945631
2300408,Aiuaba,CE,-6.57786,-40.133203
2300507,Alcântaras,CE,-3.584649,-40.546385
2300606,Altaneira,CE,-7.014366,-39.744435
2300705,Alto Santo,CE,-5.475282,-38.253501
2300754,Amontada,CE,-3.375848,-39.843768
2300804,Antonina do Norte,CE,-6.776263,-39.988694
2300903,Apuiarés,CE,-4.508323,-39.69303
2301000,Aquiraz,CE,-3.904224,-38.392729
2301109,Aracati,CE,-4.60649,-37.767941
2301208,Aracoiaba,CE,-4.372742,-38.812612
2301257,Ararendá,CE,-4.74291,-40.848324
2301307,Araripe,CE,-7.210912,-40.105824
2301406,Aratuba,CE,-4.412633,-39.044316
2301505,Arneiroz,CE,-6.28208,-40.154013
2301604,Assaré,CE,-6.908463,-39.85157
2301703,Aurora,CE,-6.934196,-38.972275
2301802,Baixio,CE,-6.720105,-38.716012
2301851,Banabuiú,CE,-5.304554,-38.934422
2301901,Barbalha,CE,-7.304849,-39.30655
2301950,Barreira,CE,-4.286509,-38.655249
2302008,Barro,CE,-7.1678,-38.802403
2302057,Barroquinha,CE,-3.021362,-41.0608
2302107,Baturité,CE,-4.327708,-38.894141
2302206,Beberibe,CE,-4.301831,-38.149185
2302305,Bela Cruz,CE,-3.055183,-40.168629
2302404,Boa Viagem,CE,-5.163663,-39.713876
2302503,Brejo Santo,CE,-7.502064,-38.978802
2302602,Camocim,CE,-2.988964,-40.997144
2302701,Campos Sales,CE,-7.07129,-40.423317
2302800,Canindé,CE,-4.559606,-39.285325
2302909,Capistrano,CE,-4.449389,-38.93875
2303006,Caridade,CE,-4.242012,-39.175417
2303105,Cariré,CE,-3.940955,-40.525267
2303204,Caririaçu,CE,-6.768082,-39.541786
2303303,Cariús,CE,-6.553114,-39.450217
2303402,Carnaubal,CE,-4.15504,-40.92876
2303501,Cascavel,CE,-4.253232,-38.384347
2303600,Catarina,CE,-6.104614,-39.995723
2303659,Catunda,CE,-4.622775,-40.287891
2303709,Caucaia,CE,-3.740518,-38.666807
2303808,Cedro,CE,-6.563717,-39.064199
2303907,Chaval,CE,-3.034473,-41.192753
2303931,Choró,CE,-4.835249,-39.115923
2303956,Chorozinho,CE,-4.303855,-38.494112
2304004,Coreaú,CE,-3.669338,-40.653262
2304103,Crateús,CE,-5.181965,-40.626707
2304202,Crato,CE,-7.178845,-39.428774
2304236,Croatá,CE,-4.424405,-40.850533
2304251,Cruz,CE,-3.109264,-40.273855
2304269,Deputado Irapuan Pinheiro,CE,-5.854675,-39.469077
2304277,Ererê,CE,-6.030172,-38.350005
2304285,Eusébio,CE,-3.887585,-38.45102
2304301,Farias Brito,CE,-6.927755,-39.523969
2304350,Forquilha,CE,-3.813444,-40.31942
2304400,Fortaleza,CE,-3.802573,-38.504343
2304459,Fortim,CE,-4.434306,-37.798995
2304509,Frecheirinha,CE,-3.79102,-40.812378
2304608,General Sampaio,CE,-4.051956,-39.453541
2304657,Graça,CE,-4.041636,-40.712613
2304707,Granja,CE,-3.261178,-40.845633
2304806,Granjeiro,CE,-6.881059,-39.215601
2304905,Groaíras,CE,-3.883856,-40.388353
2304954,Guaiúba,CE,-4.066767,-38.639506
2305001,Guaraciaba do Norte,CE,-4.113175,-40.859917
2305100,Guaramiranga,CE,-4.260752,-38.932812
2305209,Hidrolândia,CE,-4.398483,-40.424348
2305233,Horizonte,CE,-4.129922,-38.490689
2305266,Ibaretama,CE,-4.856564,-38.737561
2305308,Ibiapina,CE,-3.954711,-40.889007
2305332,Ibicuitinga,CE,-4.970471,-38.650671
2305357,Icapuí,CE,-4.702863,-37.430055
2305407,Icó,CE,-6.45996,-38.875943
2305506,Iguatu,CE,-6.361302,-39.302632
2305605,Independência,CE,-5.404178,-40.281186
2305654,Ipaporanga,CE,-4.881843,-40.847678
2305704,Ipaumirim,CE,-6.754669,-38.721099
2305803,Ipu,CE,-4.30085,-40.718932
2305902,Ipueiras,CE,-4.581235,-40.669991
2306009,Iracema,CE,-5.868791,-38.314242
2306108,Irauçuba,CE,-3.748645,-39.770041
2306207,Itaiçaba,CE,-4.6767,-37.832369
2306256,Itaitinga,CE,-3.966876,-38.532525
2306306,Itapajé,CE,-3.687976,-39.562614
2306405,Itapipoca,CE,-3.503674,-39.690267
2306504,Itapiúna,CE,-4.603738,-38.98756
2306553,Itarema,CE,-2.960388,-39.915977
2306603,Itatira,CE,-4.567085,-39.528207
2306702,Jaguaretama,CE,-5.611519,-38.751443
2306801,Jaguaribara,CE,-5.457399,-38.612561
2306900,Jaguaribe,CE,-5.824212,-38.676895
2307007,Jaguaruana,CE,-4.747848,-37.769546
2307106,Jardim,CE,-7.578877,-39.278976
2307205,Jati,CE,-7.685567,-38.974454
2307254,Jijoca de Jericoacoara,CE,-2.883966,-40.466325
2307304,Juazeiro do Norte,CE,-7.221805,-39.314876
2307403,Jucás,CE,-6.535621,-39.577284
2307502,Lavras da Mangabeira,CE,-6.756736,-38.970724
2307601,Limoeiro do Norte,CE,-5.167276,-38.07576
2307635,Madalena,CE,-4.845122,-39.51627
2307650,Maracanaú,CE,-3.876342,-38.622491
2307700,Maranguape,CE,-3.923681,-38.732817
2307809,Marco,CE,-3.123656,-40.166954
2307908,Martinópole,CE,-3.167577,-40.729462
2308005,Massapê,CE,-3.561531,-40.350156
2308104,Mauriti,CE,-7.38069,-38.710288
2308203,Meruoca,CE,-3.548591,-40.451967
2308302,Milagres,CE,-7.305974,-38.940776
2308351,Milhã,CE,-5.672513,-39.185456
2308377,Miraíma,CE,-3.594236,-39.858281
2308401,Missão Velha,CE,-7.24591,-39.13045
2308500,Mombaça,CE,-5.753266,-39.633151
2308609,Monsenhor Tabosa,CE,-4.888372,-40.02399
2308708,Morada Nova,CE,-5.106007,-38.423113
2308807,Moraújo,CE,-3.425457,-40.680123
2308906,Morrinhos,CE,-3.316491,-40.089239
2309003,Mucambo,CE,-3.909374,-40.744521
2309102,Mulungu,CE,-4.287509,-38.995499
2309201,Nova Olinda,CE,-7.101777,-39.69049
2309300,Nova Russas,CE,-4.704251,-40.589207
2309409,Novo Oriente,CE,-5.534138,-40.751562
2309458,Ocara,CE,-4.527461,-38.621188
2309508,Orós,CE,-6.256034,-38.943088
2309607,Pacajus,CE,-4.148425,-38.458407
2309706,Pacatuba,CE,-3.97963,-38.620676
2309805,Pacoti,CE,-4.209017,-38.923198
2309904,Pacujá,CE,-3.983353,-40.70545
2310001,Palhano,CE,-4.703078,-38.015927
2310100,Palmácia,CE,-4.145218,-38.866369
2310209,Paracuru,CE,-3.440274,-39.059853
2310258,Paraipaba,CE,-3.478641,-39.141591
2310308,Parambu,CE,-6.190467,-40.598919
2310407,Paramoti,CE,-4.043461,-39.417151
2310506,Pedra Branca,CE,-5.463593,-39.735543
2310605,Penaforte,CE,-7.824375,-39.063306
